timestamp,asset_id,asset_type,vibration,temperature,pressure,current,rpm,day,is_fault
2026-03-08T17:38:55.265373,BF_FAN_12,centrifugal_fan,2.194,64.53,1.191,44.54,1480.9,0,0
2026-03-08T18:38:55.265373,BF_FAN_12,centrifugal_fan,2.08,65.27,1.203,44.21,1484.1,0,0
2026-03-08T19:38:55.265373,BF_FAN_12,centrifugal_fan,2.136,64.39,1.206,44.55,1482.9,0,0
2026-03-08T20:38:55.265373,BF_FAN_12,centrifugal_fan,2.087,65.0,1.195,45.1,1480.9,0,0
2026-03-08T21:38:55.265373,BF_FAN_12,centrifugal_fan,2.108,64.3,1.198,44.59,1475.0,0,0
2026-03-08T22:38:55.265373,BF_FAN_12,centrifugal_fan,2.1,66.57,1.201,44.64,1487.8,0,0
2026-03-08T23:38:55.265373,BF_FAN_12,centrifugal_fan,2.12,64.49,1.147,44.93,1478.5,0,0
2026-03-09T00:38:55.265373,BF_FAN_12,centrifugal_fan,2.039,65.93,1.211,46.06,1486.6,0,0
2026-03-09T01:38:55.265373,BF_FAN_12,centrifugal_fan,2.12,65.48,1.199,44.85,1483.4,0,0
2026-03-09T02:38:55.265373,BF_FAN_12,centrifugal_fan,2.096,67.1,1.189,45.04,1479.5,0,0
2026-03-09T03:38:55.265373,BF_FAN_12,centrifugal_fan,2.075,64.98,1.228,45.56,1476.0,0,0
2026-03-09T04:38:55.265373,BF_FAN_12,centrifugal_fan,2.157,65.53,1.197,45.93,1479.2,0,0
2026-03-09T05:38:55.265373,BF_FAN_12,centrifugal_fan,2.153,63.79,1.212,45.36,1474.3,0,0
2026-03-09T06:38:55.265373,BF_FAN_12,centrifugal_fan,2.189,65.85,1.2,45.16,1483.4,0,0
2026-03-09T07:38:55.265373,BF_FAN_12,centrifugal_fan,2.04,64.86,1.212,45.13,1478.8,0,0
2026-03-09T08:38:55.265373,BF_FAN_12,centrifugal_fan,2.152,64.87,1.223,43.95,1480.8,0,0
2026-03-09T09:38:55.265373,BF_FAN_12,centrifugal_fan,2.111,65.7,1.209,44.89,1478.1,0,0
2026-03-09T10:38:55.265373,BF_FAN_12,centrifugal_fan,2.101,66.55,1.231,44.74,1486.2,0,0
2026-03-09T11:38:55.265373,BF_FAN_12,centrifugal_fan,2.144,64.56,1.212,44.72,1482.0,0,0
2026-03-09T12:38:55.265373,BF_FAN_12,centrifugal_fan,2.114,65.11,1.179,44.64,1482.5,0,0
2026-03-09T13:38:55.265373,BF_FAN_12,centrifugal_fan,2.094,65.21,1.222,45.35,1479.8,0,0
2026-03-09T14:38:55.265373,BF_FAN_12,centrifugal_fan,1.937,65.26,1.2,44.47,1486.5,0,0
2026-03-09T15:38:55.265373,BF_FAN_12,centrifugal_fan,2.098,64.61,1.223,44.86,1482.9,0,0
2026-03-09T16:38:55.265373,BF_FAN_12,centrifugal_fan,2.167,64.44,1.155,45.88,1486.5,0,0
2026-03-09T17:38:55.265373,BF_FAN_12,centrifugal_fan,2.143,64.69,1.181,44.69,1482.8,1,0
2026-03-09T18:38:55.265373,BF_FAN_12,centrifugal_fan,2.086,65.38,1.195,45.19,1492.0,1,0
2026-03-09T19:38:55.265373,BF_FAN_12,centrifugal_fan,2.154,65.0,1.168,45.17,1477.9,1,0
2026-03-09T20:38:55.265373,BF_FAN_12,centrifugal_fan,2.094,65.6,1.186,46.0,1482.2,1,0
2026-03-09T21:38:55.265373,BF_FAN_12,centrifugal_fan,2.112,65.29,1.208,45.14,1483.3,1,0
2026-03-09T22:38:55.265373,BF_FAN_12,centrifugal_fan,2.098,64.15,1.178,45.15,1478.1,1,0
2026-03-09T23:38:55.265373,BF_FAN_12,centrifugal_fan,2.107,64.79,1.233,45.26,1474.3,1,0
2026-03-10T00:38:55.265373,BF_FAN_12,centrifugal_fan,2.098,64.16,1.212,46.49,1489.6,1,0
2026-03-10T01:38:55.265373,BF_FAN_12,centrifugal_fan,2.156,63.54,1.203,44.38,1473.1,1,0
2026-03-10T02:38:55.265373,BF_FAN_12,centrifugal_fan,2.062,65.03,1.212,45.43,1479.1,1,0
2026-03-10T03:38:55.265373,BF_FAN_12,centrifugal_fan,2.137,65.35,1.215,45.18,1481.3,1,0
2026-03-10T04:38:55.265373,BF_FAN_12,centrifugal_fan,2.128,64.96,1.231,44.93,1478.6,1,0
2026-03-10T05:38:55.265373,BF_FAN_12,centrifugal_fan,2.198,63.63,1.174,45.23,1480.0,1,0
2026-03-10T06:38:55.265373,BF_FAN_12,centrifugal_fan,2.146,64.54,1.209,45.09,1475.2,1,0
2026-03-10T07:38:55.265373,BF_FAN_12,centrifugal_fan,2.082,65.55,1.173,45.91,1483.6,1,0
2026-03-10T08:38:55.265373,BF_FAN_12,centrifugal_fan,2.144,65.31,1.205,45.01,1483.5,1,0
2026-03-10T09:38:55.265373,BF_FAN_12,centrifugal_fan,2.071,64.82,1.226,45.21,1486.4,1,0
2026-03-10T10:38:55.265373,BF_FAN_12,centrifugal_fan,2.093,66.18,1.197,45.5,1472.0,1,0
2026-03-10T11:38:55.265373,BF_FAN_12,centrifugal_fan,2.091,64.87,1.214,44.59,1471.3,1,0
2026-03-10T12:38:55.265373,BF_FAN_12,centrifugal_fan,2.134,65.69,1.211,44.95,1486.0,1,0
2026-03-10T13:38:55.265373,BF_FAN_12,centrifugal_fan,2.007,65.71,1.217,45.35,1483.0,1,0
2026-03-10T14:38:55.265373,BF_FAN_12,centrifugal_fan,2.096,65.29,1.172,44.96,1487.8,1,0
2026-03-10T15:38:55.265373,BF_FAN_12,centrifugal_fan,2.13,64.76,1.211,44.68,1480.2,1,0
2026-03-10T16:38:55.265373,BF_FAN_12,centrifugal_fan,2.023,64.98,1.169,45.19,1477.3,1,0
2026-03-10T17:38:55.265373,BF_FAN_12,centrifugal_fan,2.131,65.18,1.186,44.93,1472.4,2,0
2026-03-10T18:38:55.265373,BF_FAN_12,centrifugal_fan,2.097,64.61,1.227,44.73,1477.7,2,0
2026-03-10T19:38:55.265373,BF_FAN_12,centrifugal_fan,2.063,65.35,1.147,45.48,1477.3,2,0
2026-03-10T20:38:55.265373,BF_FAN_12,centrifugal_fan,2.071,65.84,1.209,45.13,1479.5,2,0
2026-03-10T21:38:55.265373,BF_FAN_12,centrifugal_fan,2.125,66.54,1.223,45.32,1482.1,2,0
2026-03-10T22:38:55.265373,BF_FAN_12,centrifugal_fan,2.078,66.08,1.221,44.62,1477.3,2,0
2026-03-10T23:38:55.265373,BF_FAN_12,centrifugal_fan,2.08,64.5,1.22,45.83,1487.4,2,0
2026-03-11T00:38:55.265373,BF_FAN_12,centrifugal_fan,2.061,65.89,1.19,45.99,1486.9,2,0
2026-03-11T01:38:55.265373,BF_FAN_12,centrifugal_fan,2.096,65.36,1.208,44.16,1477.3,2,0
2026-03-11T02:38:55.265373,BF_FAN_12,centrifugal_fan,2.118,65.19,1.204,45.26,1484.5,2,0
2026-03-11T03:38:55.265373,BF_FAN_12,centrifugal_fan,2.216,65.87,1.237,45.69,1485.0,2,0
2026-03-11T04:38:55.265373,BF_FAN_12,centrifugal_fan,2.115,64.62,1.211,45.7,1486.5,2,0
2026-03-11T05:38:55.265373,BF_FAN_12,centrifugal_fan,2.128,65.77,1.185,43.89,1482.3,2,0
2026-03-11T06:38:55.265373,BF_FAN_12,centrifugal_fan,2.011,66.23,1.217,44.89,1473.6,2,0
2026-03-11T07:38:55.265373,BF_FAN_12,centrifugal_fan,2.0,64.39,1.187,44.58,1479.2,2,0
2026-03-11T08:38:55.265373,BF_FAN_12,centrifugal_fan,2.022,64.24,1.175,44.78,1477.6,2,0
2026-03-11T09:38:55.265373,BF_FAN_12,centrifugal_fan,2.167,65.86,1.205,44.71,1483.5,2,0
2026-03-11T10:38:55.265373,BF_FAN_12,centrifugal_fan,2.082,65.37,1.159,45.14,1481.3,2,0
2026-03-11T11:38:55.265373,BF_FAN_12,centrifugal_fan,2.132,65.4,1.184,44.09,1490.2,2,0
2026-03-11T12:38:55.265373,BF_FAN_12,centrifugal_fan,2.038,65.27,1.195,45.01,1479.1,2,0
2026-03-11T13:38:55.265373,BF_FAN_12,centrifugal_fan,2.133,64.44,1.191,44.95,1481.9,2,0
2026-03-11T14:38:55.265373,BF_FAN_12,centrifugal_fan,2.125,65.57,1.17,44.94,1471.9,2,0
2026-03-11T15:38:55.265373,BF_FAN_12,centrifugal_fan,2.121,65.25,1.223,45.61,1482.9,2,0
2026-03-11T16:38:55.265373,BF_FAN_12,centrifugal_fan,2.045,65.36,1.175,45.73,1480.1,2,0
2026-03-11T17:38:55.265373,BF_FAN_12,centrifugal_fan,2.142,65.59,1.228,45.07,1479.5,3,0
2026-03-11T18:38:55.265373,BF_FAN_12,centrifugal_fan,2.044,64.51,1.232,44.52,1478.8,3,0
2026-03-11T19:38:55.265373,BF_FAN_12,centrifugal_fan,2.067,64.28,1.206,45.25,1477.5,3,0
2026-03-11T20:38:55.265373,BF_FAN_12,centrifugal_fan,2.18,64.15,1.189,45.32,1480.2,3,0
2026-03-11T21:38:55.265373,BF_FAN_12,centrifugal_fan,2.008,64.7,1.184,44.24,1475.7,3,0
2026-03-11T22:38:55.265373,BF_FAN_12,centrifugal_fan,2.103,65.43,1.186,45.57,1479.4,3,0
2026-03-11T23:38:55.265373,BF_FAN_12,centrifugal_fan,2.087,64.49,1.147,45.19,1482.5,3,0
2026-03-12T00:38:55.265373,BF_FAN_12,centrifugal_fan,2.062,66.07,1.223,44.69,1480.5,3,0
2026-03-12T01:38:55.265373,BF_FAN_12,centrifugal_fan,2.127,65.28,1.231,45.06,1488.9,3,0
2026-03-12T02:38:55.265373,BF_FAN_12,centrifugal_fan,2.107,65.59,1.194,43.97,1477.4,3,0
2026-03-12T03:38:55.265373,BF_FAN_12,centrifugal_fan,2.101,65.4,1.218,44.33,1480.7,3,0
2026-03-12T04:38:55.265373,BF_FAN_12,centrifugal_fan,2.108,64.48,1.149,45.27,1484.2,3,0
2026-03-12T05:38:55.265373,BF_FAN_12,centrifugal_fan,2.109,65.11,1.176,45.45,1486.1,3,0
2026-03-12T06:38:55.265373,BF_FAN_12,centrifugal_fan,2.189,64.71,1.211,44.66,1482.7,3,0
2026-03-12T07:38:55.265373,BF_FAN_12,centrifugal_fan,2.079,65.79,1.242,44.83,1484.2,3,0
2026-03-12T08:38:55.265373,BF_FAN_12,centrifugal_fan,2.046,65.4,1.207,45.53,1480.0,3,0
2026-03-12T09:38:55.265373,BF_FAN_12,centrifugal_fan,2.105,65.57,1.18,45.05,1476.8,3,0
2026-03-12T10:38:55.265373,BF_FAN_12,centrifugal_fan,2.084,62.7,1.171,45.13,1482.0,3,0
2026-03-12T11:38:55.265373,BF_FAN_12,centrifugal_fan,2.147,64.3,1.169,45.26,1478.6,3,0
2026-03-12T12:38:55.265373,BF_FAN_12,centrifugal_fan,2.226,65.64,1.213,44.23,1483.4,3,0
2026-03-12T13:38:55.265373,BF_FAN_12,centrifugal_fan,2.064,64.87,1.185,44.55,1479.3,3,0
2026-03-12T14:38:55.265373,BF_FAN_12,centrifugal_fan,2.128,64.16,1.183,45.13,1474.3,3,0
2026-03-12T15:38:55.265373,BF_FAN_12,centrifugal_fan,2.072,64.61,1.231,44.56,1484.1,3,0
2026-03-12T16:38:55.265373,BF_FAN_12,centrifugal_fan,2.053,65.47,1.216,45.49,1476.6,3,0
2026-03-12T17:38:55.265373,BF_FAN_12,centrifugal_fan,1.991,63.95,1.179,45.39,1487.8,4,0
2026-03-12T18:38:55.265373,BF_FAN_12,centrifugal_fan,2.094,64.54,1.19,44.74,1478.0,4,0
2026-03-12T19:38:55.265373,BF_FAN_12,centrifugal_fan,2.126,63.87,1.207,44.83,1483.0,4,0
2026-03-12T20:38:55.265373,BF_FAN_12,centrifugal_fan,2.01,65.9,1.182,44.3,1483.4,4,0
2026-03-12T21:38:55.265373,BF_FAN_12,centrifugal_fan,2.015,64.91,1.167,45.27,1482.0,4,0
2026-03-12T22:38:55.265373,BF_FAN_12,centrifugal_fan,2.12,67.52,1.235,45.65,1477.5,4,0
